Session ID,Session Title,Day,Time,TimeSlot,Room,Paper ID,Paper Title,Authors,Abstract
Paper 1E1,Applied XR Evaluation,"Wednesday, 7 October",17:15–18:15,E,Glasshaus,1957,GenAI for Usability Testing AR Apps,"Lina Kaschub, Rahel Schmied-Kowarzik, Rebecca Rodeck, Gerko Wende, Walid Maalej","Augmented reality (AR) testing can be challenging, especially since the lack of regular user feedback is an issue in many domains. In this paper, we explore Generative AI (GenAI) as a method for testing AR usability without human users. We answer the question of whether GenAI can support usability testing of AR apps and, if so, how to utilize it effectively. We provided the GenAI (here: GPT-5.1) with app key frames under two interaction protocols that differ in the timing of information delivery, illustrating how interaction affects the model's comprehension of the app. We evaluated the workflow by comparing the usability issues generated by the GenAI with those reported by human users. For this, we developed a representative task and an AR app, and conducted 48 evaluations (24 human users and 24 independent GenAI trials). We analysed issue content in terms of emerging themes, three AR experts rated the severity of the issues, and outputs were compared across sources. 

The results indicate that the GenAI produces more unique issues, but also issues with a significant lower mean severity score compared to issues produced by humans. The primary benefit of GenAI lies in its ability to generate well-articulated usability issues quickly.  Beyond the studied task and application, the proposed workflow and interaction protocol offer a basis for transfer to other AR development contexts, but requires validation across additional applications and settings. GenAI is best positioned as a complementary tool for rapid, early feedback, rather than a replacement for human usability testing."
Paper 1E1,Applied XR Evaluation,"Wednesday, 7 October",17:15–18:15,E,Glasshaus,10.1109/TVCG.2026.3703957,"Elucidating the Effects of Augmented Reality Head-Worn Display Factors on Performance, Trust, and Behavior",Zubin Choudhary,"Augmented reality (AR) display characteristics have the potential to either enhance or impair users' spatial abilities and performance. While previous work included studies of spatial performance with various display factors, evidence for objective performance differences is limited due to compensatory behaviors employed by users and overall behavioral differences. In general, it is challenging to document the effects of display factors on task performance as they depend on users' task behaviors, which in turn depend on users' reliance and trust in the technology, which are also affected by the display factors. In this paper, we present two within-subjects experiments (each N=20) in which we aim to elucidate some of the interrelations between two AR display factors (field of view and visual contrast) with objective task performance and subjective assessments of reliance and trust, while controlling for different behaviors. Participants performed a 360° search-and-selection task in a unique hybrid setup, in which we simulated a controlled task environment by having participants stand inside an immersive CAVE-like space while at the same time wearing a head-worn display that overlaid AR tags over the simulated environment. Specifically, we evaluated three fields of view (43°, 93°, and 143°) and three visual contrasts (0.05, 0.25, and 0.5). We controlled for four different behaviors: AR-Only (only relying on AR), AR-First (prioritizing AR over real world), Real-First (prioritizing real world over AR), and Real-Only (only relying on real world). By controlling for these behaviors, we were able to show objective and subjective benefits of larger fields of view and visual contrast. We illustrate how the controlled behaviors relate to users' subjective reliance and trust in an AR system, and why it is important for researchers and practitioners to understand these subjective and behavioral aspects."
Paper 1E1,Applied XR Evaluation,"Wednesday, 7 October",17:15–18:15,E,Glasshaus,1019,[EXTENDED] Effects of False Positive and False Negative Early Warnings for Hand Tracking Failures on User Trust and Confidence in Virtual Reality,"Amal Hatira, Zahra Rasoulifar, Mucahit Gemici, Vrushank Phadnis, Anil Ufuk Batmaz","Early-warning systems (EWS) mitigate hand-tracking failures in Virtual Reality (VR); yet, their effectiveness depends on reliability. Predictive warning mechanisms are prone to errors as they produce false positives (FP) and false negatives (FN). In VR, these errors directly interfere with continuous sensorimotor control and user agency when the hand is the main input channel, potentially affecting user trust and confidence in the system while changing user behaviour. Thus, we conducted a within-subject study (N = 24) comparing a reliable EWS baseline with 50% FPs and 50% FNs. Results showed that both error types reduced system trust; however, FP caused a larger and immediate decline (48.7%) compared to FN (25.7%), which emerged progressively. Self-confidence remained stable across FP and FN conditions but decreased in the absence of warnings. FP led to rapid habituation and reduced compliance, whereas FN increased mental demand. These findings indicate that reliability trade-offs in VR EWS design should be carefully managed, as FPs and FNs affect user experience in different ways."
Paper 1E2,XR Authoring,"Wednesday, 7 October",17:15–18:15,E,Cigno + Auriga,1429,Drawing From Life: Interaction Techniques for 3D Drawing From Observation in Mixed Reality,"Kiet Tran, Bret Jackson, Daniel Keefe","We present our vision for Drawing From Life in mixed reality (MR) along with interaction techniques developed to support observational 3D drawing. While 3D drawing in (semi-)immersive environments has been studied for decades, the work has not emphasized learning the skill of observation, which, in contrast, is foundational to traditional drawing instruction. We demonstrate novel interaction techniques to address this new emphasis, including a multi-viewpoint 3D ``sighting'' technique and proportional ruler inspired by the traditional sighting artists do with a physical pencil or paintbrush. The approach demonstrates how real-world observations of a subject can be mirrored in a virtual Artwork Space that provides a scaffold for 3D drawing with correct proportions. The new tools were deployed in two semesters of a university course, 3D Drawing in eXtended Reality. Results include a characterization of expected sighting accuracy, example observational 3D drawings, analysis of proportional deviation in drawings and methods to compare to ground truth, and rich feedback from student 3D drawers."
Paper 1E2,XR Authoring,"Wednesday, 7 October",17:15–18:15,E,Cigno + Auriga,2157,Comparing Pinch and Point Poses for Single Stroke Drawing in Virtual Reality,"Tushar Billakanti, Jay Henderson","This paper presents an investigation of bare hand input for drawing single strokes in extended reality. Through two user studies, we compared two hand poses: pinch and point, across three surface types: a physical surface, a virtual surface, and no surface (free space). We evaluated the participant-produced strokes based on geometric and algebraic properties, performance, and subjective experience. Despite the common use of point poses for direct interaction with 2D content, our results showed that the pinch pose outperformed the point pose across most metrics. We discuss the strengths and limitations of each hand pose for bare hand stroke input and provide insights into the role of surfaces in drawing tasks within extended reality."
Paper 1E2,XR Authoring,"Wednesday, 7 October",17:15–18:15,E,Cigno + Auriga,1728,SPHERE: Adaptive VR Indoor Scene Generation via LLM-Enhanced Spatial Preference Learning and Human-in-the-Loop RL,"Lee Hyeonmin, Zheng Wei, Kyungmin Kwon, Jumin Seo, Jiwon Park, Hayoung Oh","While Large Language Models (LLMs) advance 3D indoor scene synthesis, current pipelines fail to retain user-specific preferences across sessions, making immersive authoring a repetitive and physically fatiguing process. We present SPHERE, an adaptive VR generation framework that transforms isolated synthesis into continuous human-AI co-creation. SPHERE extracts persistent spatial preferences from natural multimodal interactions (speech and controller edits). To ensure geometric resilience against spatial distortions, it abstracts these raw edits into hierarchical constraints modeling both local functional and global topological contexts. Furthermore, a human-in-the-loop reinforcement learning mechanism dynamically updates retrieval policies based on the user’s final edited scenes. A mixed-design user study (N=42) and an offline ablation demonstrate that SPHERE significantly reduces corrective edits and physical demand, preventing bias toward shallow object-level traits to yield highly personalized layouts. Ultimately, SPHERE centers humans to shape machine intelligence, establishing a reliable, governed collaboration framework for immersive spatial design."
Paper 1E2,XR Authoring,"Wednesday, 7 October",17:15–18:15,E,Cigno + Auriga,10.1109/TVCG.2025.3640423,DynAvatar: Dynamic 3D Head Avatar Deformation With Expression Guided Gaussian Splatting,,"Generating high-fidelity, expressive, and realistic 3D head avatars remains a fundamental challenge for immersive applications such as virtual reality, gaming, and telepresence. This task requires not only precise modeling of non-rigid facial deformations but also semantically controllable expression synthesis under diverse viewpoints and motion contexts. We present DynAvatar, a novel framework that integrates expression-guided deformation into the 3D Gaussian splatting pipeline to produce photorealistic and emotionally resonant head avatars. Our method introduces two key innovations: (1) an expression-guided Gaussian deformation module that tightly couples geometric displacement with high-level semantic cues, enabling fine-grained and anatomically meaningful facial animation; and (2) a spatial context embedding mechanism that encodes the canonical position of each Gaussian to preserve semantic coherence and spatial consistency during expression generation. Extensive experiments on both controlled and in-the-wild datasets demonstrate that DynAvatar significantly outperforms state-of-the-art methods in terms of visual realism, expression fidelity, and rendering quality."
Paper 1F1,Spatial Audio,"Wednesday, 7 October",17:45–18:45,F,Orione + Perseo,1150,DynFOA: Generating First-Order Ambisonics with Conditional Diffusion for Dynamic and Acoustically Complex 360-Degree Videos,"Ziyu Luo, Lin Chen, Qiang Qu, Xiaoming Chen, Yiran Shen","Spatial audio is crucial for immersive 360-degree video experiences, yet most 360-degree videos lack it due to the difficulty of capturing spatial audio during recording. Automatically generating spatial audio such as first-order ambisonics (FOA) from video therefore remains an important but challenging problem. In complex scenes, sound perception depends not only on sound source locations but also on scene geometry, materials, and dynamic interactions with the environment. However, existing approaches only rely on visual cues and fail to model dynamic sources and acoustic effects such as occlusion, reflections, and reverberation. To address these challenges, we propose DynFOA, a generative framework that synthesizes FOA from 360-degree videos by integrating dynamic scene reconstruction with conditional diffusion modeling. DynFOA analyzes the input video to detect and localize dynamic sound sources, estimate depth and semantics, and reconstruct scene geometry and materials using 3D Gaussian Splatting (3DGS). The reconstructed scene representation provides physically grounded features that capture acoustic interactions between sources, environment, and listener viewpoint. Conditioned on these features, a diffusion model generates spatial audio consistent with the scene dynamics and acoustic context. We introduce M2G-360, a dataset of 600 real-world clips divided into MoveSources, Multi-Source, and Geometry subsets for evaluating robustness under diverse conditions. Experiments show that DynFOA consistently outperforms existing methods in spatial accuracy, acoustic fidelity, distribution matching, and perceived immersive experience."
Paper 1F1,Spatial Audio,"Wednesday, 7 October",17:45–18:45,F,Orione + Perseo,1355,The influence of room-adapted spatial audio rendering on a holographic calling experience,"Jaakko Heikkinen, Johannes M. Arend, Agnes Kloft, Tapio Lokki, Nils Meyer-Kahlen","Augmented reality (AR) telemeetings, also referred to as holographic calls, promise a stronger sense of presence and a more natural experience than regular video calls. Using point-cloud transmission and see-through AR displays, visual rendering aims to create the impression that a remote interlocutor is present in the user's room. Room-adapted, dynamic spatial audio rendering should provide the corresponding auditory impression. However, it is still unclear whether room-adapted spatial audio enhances perceived quality and social presence in AR telemeetings, and how its effectiveness is influenced by practical constraints, such as suboptimal room-acoustic match, increased audio capture distance, and lossy audio compression. In our experiment, pairs of participants engaged in conversations on pre-defined topics using an AR holographic calling system under eight spatial audio rendering conditions, which varied in room-acoustic rendering (no room, matched room, too dry, too wet), audio capture distance (close vs. far), and compression (lossless vs. low bitrate). After each condition, participants completed an eight-item questionnaire, rating audiovisual coherence, audio quality, overall experience, and social presence. The results show that room-adapted spatial audio can significantly enhance overall quality and social presence in AR telemeetings compared to no room acoustic rendering. Surprisingly, we also found improved experiences with relatively large mismatches between rendered and physical room acoustics. Furthermore, increasing capture distance or applying lossy audio compression degraded the experience and eliminated the benefits of room acoustic rendering. These findings provide design guidelines for spatial audio rendering in future AR telemeeting systems: to maximize presence, room-acoustic rendering should be added to high-quality audio from close-microphone capture, even when moderate room acoustic mismatches are expected."
Paper 1F1,Spatial Audio,"Wednesday, 7 October",17:45–18:45,F,Orione + Perseo,1547,Switched Reading: Toward Seamless Visual-Auditory Switching When Reading Text in Augmented/Mixed Reality,"Kazuyuki Fujita, Yuto Matsui, Ikuru Sato, Guanghan Zhao, Yoshifumi Kitamura","Augmented/mixed reality (AR/MR) wearable glasses now permit information interaction anywhere, but visual displays can be inappropriate when real-world awareness is essential. We propose \textit{Switched Reading}, a novel interaction framework for reading text in AR/MR that supports switching between visual and auditory modalities as needed. Specifically, we explore two key interaction techniques within this framework: (1) gaze-based voice playback and (2) a correspondence-aware transition effect. We implemented them on an MR headset through a parameter-tuning user test. Next, we conducted a user study (N=16) to investigate the impact of the two techniques on reading performance and overall user experience with simulated modality switching in virtual reality. The results show that the condition combining both techniques was the most preferred among four conditions. Moreover, we found that the gaze-based voice playback reduced gaze offsets when switching modalities and improved reading speed over the baseline condition using scroll position. Finally, we implemented a Switched Reading application for reading while walking and collected user feedback, yielding further design implications for practical use."
Paper 1F1,Spatial Audio,"Wednesday, 7 October",17:45–18:45,F,Orione + Perseo,1743,Audiovisual Discrepancies in Large-Scale VR: Impact of Physical Sound Source Distance,"Wen-Yu Guo, Sen-Zhe Xu, Qiang Tong, JinFeng Li, penghui yuan, ShangMing Zhu, Ling-Long Zou, Song-Hai Zhang","Large-scale immersive virtual reality (VR) systems often rely on physical loudspeakers for spatial audio. However, practical constraints such as venue geometry, hardware placement, and multi-user safety requirements frequently hinder the precise co-location of physical sound sources and virtual visual targets. This leads to inherent audiovisual (AV) directional discrepancies. Although AV spatial alignment is extensively studied, the perceptual limits of such discrepancies in real acoustic environments remain poorly understood. In this work, we investigate how physical sound source distance affects the detection threshold (DT) for AV directional offsets. We conducted a within-subject psychophysical experiment using the method of constant stimuli. Horizontal azimuth deviations were systematically manipulated across multiple source distances in a physical acoustic environment. Participants heard the audio directly from physical loudspeakers while simultaneously visually viewing a virtual avatar. Our results indicate that DTs increase significantly with source distance. This trend is accompanied by broader perceptual tolerance and flatter psychometric functions, reflecting a distance-dependent decline in directional localization sensitivity. These findings offer empirical insights into the perceptual limits of spatial audio. Furthermore, they provide actionable guidelines for loudspeaker deployment and AV calibration in large-scale VR systems."
Paper 1F2,Social Avatars,"Wednesday, 7 October",17:45–18:45,F,Sezione 2,1321,Beyond Single-Perspective Ground Truth: Systematic Biases and Inter-Perspective Misalignment in Avatar-Mediated Emotion Perception,"Bowon Kim, Hyunchul Kim, Yongho Lee, Heesook Shin, Youn-Hee Gil, Jeongmi Lee","Affective computing research in social Extended Reality (XR) has largely relied on passive emotion elicitation paradigms and single-perspective annotations, leaving open how emotional states are transmitted and perceived across different observational perspectives in avatar-mediated interaction. We introduce Remote Embodied Improvisation (REI), a dataset collected through active dyadic emotion elicitation in a full-body avatar XR environment, annotated simultaneously from three perspectives (self, interaction partner, and third-party  observer) along the Valence, Arousal, and Dominance (VAD) dimensions of emotion. Analysis of inter-perspective agreement reveals a systematic dimension-dependent pattern: Valence and Arousal are moderately to well preserved across perspectives, while Dominance exhibits markedly poor agreement and a consistent observer overestimation bias. Mixed-effects modeling of behavioral cues further demonstrates that the association between each behavioral signal and inter-perspective misalignment varies across affective dimensions: mouth dynamics reduced disagreement in Arousal but increased disagreement in Dominance and Valence, whereas upper-body motion was uniquely associated with disagreement in Dominance. These findings challenge the assumption that affective annotations from any single perspective constitute reliable ground truth, and suggest that Dominance is difficult to transmit through avatar mediation due to its dependence on relational context unavailable to external observers."
Paper 1F2,Social Avatars,"Wednesday, 7 October",17:45–18:45,F,Sezione 2,1958,When the Group Plays Along: How Avatar Appearance Commonality and Group Size Influence Drumming Behavior and Group Perception in VR,"Yong-Hao Hu, Takato Mizuho, Yuji Hatada, Takefumi Hiraki, Takuji Narumi","User behavior in virtual reality (VR) is influenced by the self-avatar's appearance through the Proteus effect, which can be modulated by social comparisons between one's own and others' avatars. However, it remains unclear how these effects are moderated in large-scale groups. Grounded in Social Identity Theory, this study investigated how appearance commonality between the self-avatar and surrounding avatars, combined with group size, influences user behavior. 32 participants performed a VR Taiko drumming task in a mixed design of the following factors: embodying either a festival attire (Happi) or a business suit avatar, surrounding avatars' appearances either matching the participant's attire or wearing diverse casual clothing, and group sizes of 3, 25, and 100 avatars. Results revealed that when surrounded by matching avatars, participants embodying Happi avatars exhibited significantly greater strike intensity, and participants embodying Suit avatars exhibited marginally significantly greater movement synchrony. Furthermore, larger group sizes decreased movement synchrony but increased subjective unity, while matching avatar appearance facilitated perceived group membership over diverse clothing. These findings offer design insights for social VR experiences: matching avatar appearance can enhance group identity and amplify task-relevant behavior when the appearance is contextually congruent with the activity, while increasing group size facilitates felt togetherness and decreasing it boosts behavioral coordination."
Paper 1F2,Social Avatars,"Wednesday, 7 October",17:45–18:45,F,Sezione 2,10.1109/TVCG.2026.3668294,Effects of Social Contextual Variation Using Partner Avatars on Memory Acquisition and Retention,Takato Mizuho,"This study investigates how partner avatar design affects learning and memory when an avatar serves as a lecturer. Based on earlier research on the environmental context dependency of memory, we hypothesize that the use of diverse partner avatars results in a slower learning rate but better memory retention than that of a constant partner avatar. Accordingly, participants were tasked with memorizing Tagalog-Japanese word pairs. On the first day of the experiment, they repeatedly learned the pairs over six sessions from a partner avatar in an immersive virtual environment. One week later, on the second day of the experiment, they underwent a recall test in a real environment. We employed a between-participants design to compare the following conditions: the varied avatar condition, in which each repetition used a different avatar, and the constant avatar condition, in which the same avatar was used throughout the experiment. Results showed that participants in the varied avatar condition recalled significantly worse during the learning trials on the first day. However, we found no significant difference between conditions in the delayed recall test on the second day. We discuss these effects in relation to the social presence of the partner avatar. This study opens up a novel approach to optimizing the effectiveness of instructor avatars in immersive virtual environments."
Paper 1F2,Social Avatars,"Wednesday, 7 October",17:45–18:45,F,Sezione 2,1459,Too Close for Comfort: Continuous Anxiety Decoding from Physiology and Embodied Signals in Social VR,"Jiyoon Park, June Kang, Christian Wallraven","Immersive social VR enables fine-grained manipulation of anxiety-inducing encounters---crowds, proxemic intrusions, and confrontational agents---yet how physiological, behavioral, and environmental signals co-vary with and could decode moment-to-moment anxiety in these settings remains largely unexplored.
To address this, here we present a study of N=108 participants navigating five self-paced, multi-agent social VR scenes, under synchronized physiological (EDA, PPG, RSP, eye-tracking), locomotion (speed, head rotation), and proxemics (agent distance, count) recording, with continuous anxiety rated retrospectively.
Four converging validity analyses validate this continuous retrospective self-report as a sensitive measure of state social anxiety, with consistent physiological co-variation confirming genuine affective responses.
Importantly, we systematically evaluate three settings for anxiety prediction: within-person decoding, cross-participant generalization, and causal prospective prediction.
Within individuals, deep sequence modeling (BiLSTM) achieves excellent prediction performance. In the cross-participant setting, however, performance drops substantially. In both settings, combining all modalities yields the best overall performance. In the most challenging prospective prediction setting, we chart how predictability varies across time provided for training and different classifiers.
Our results establish a quantitative baseline for continuous anxiety decoding in ecological social VR and highlight cross-participant transfer as a key open challenge."
Paper 1E3,Shared Spatial Cues,"Wednesday, 7 October",17:15–18:15,E,Sezione 4+5,1126,Gaze-Contingent Facial Windows to Support Task-based VR Interaction,"Theophilus Teo, Chenkai Zhang, Allison Jing, Heesook Shin, Yongho Lee, Youn-Hee Gil, Mark Billinghurst, Gun Lee","Facial expressions facilitate human communication by conveying intent, emotion, and social connection. However, maintaining facial contact is difficult when tasks require sustained visual attention. Virtual Reality (VR) allows facial cues to appear anywhere in the environment, such as near a user’s gaze, which may increase attention to facial cues and strengthen co-presence. Yet, its influence on social experience remains unclear. Self-view is also widely adopted in modern videoconferencing systems, though prolonged exposure can negatively affect users’ psychological states. This research investigates gaze-contingent facial windows that allow VR users to maintain facial contact while performing a collaborative decision task. Three conditions were compared: Baseline (BL) with no facial window, Shared Single (SS) with a partner’s facial window that follows the user’s gaze, and Shared Dual (SD), which adds a self-view next to the partner’s window during mutual attention. Results show that SD increases arousal and reduces perceived psychological distance compared to BL. Gaze results further show that facial windows increase attention to facial cues, with attention to the partner’s face highest in SS, followed by SD and BL, while attention to one’s own face is greatest in SD. These findings confirm that gaze-contingent facial windows influence social experience and attentional allocation in VR collaboration."
Paper 1E3,Shared Spatial Cues,"Wednesday, 7 October",17:15–18:15,E,Sezione 4+5,1450,Sharing Roughness with Hand-Outline Visualization to Reduce Sensory Asymmetry in VR Collaboration,"Minju Baeck, Yoonseok Shin, Hyunjin Lee, Boram Yoon, Sang Ho Yoon, Woontack Woo","In collaborative VR, asymmetric access to haptic hardware creates a critical information gap: tactile evidence remains private to the haptic user, hindering the shared understanding needed for joint decision-making. While prior work has explored crossmodal sensory cues in virtual environments, it remains unclear how such cues should be designed for asymmetric collaboration, where collaborators receive information through different modalities. In our setting, the haptic user feels roughness through fingertip vibration, whereas the non-haptic user relies on vision alone. To reduce this asymmetry, we propose externalizing an object’s tactile state through a glanceable hand-outline visual proxy. Specifically, we examine whether abstract visual roughness cues based on line shape and motion can encode three discrete roughness levels for both haptic and non-haptic users. Two preliminary studies establish a shared visual semantics by identifying visually distinguishable cues for non-haptic users and validating their visuo-haptic correspondence for haptic users. In a main study of a collaborative sorting task, showing this visualization on both users’ hands significantly reduced completion time relative to a no-visualization baseline. Moreover, showing the cue on the non-haptic user’s own hand, rather than only on the partner’s hand, significantly increased perceived contribution and confidence. Together, these findings show that hand-anchored abstract visual cues provide a lightweight means of externalizing object tactile state, reducing information asymmetry without compromising social presence."
Paper 1E3,Shared Spatial Cues,"Wednesday, 7 October",17:15–18:15,E,Sezione 4+5,1472,From Asymmetric Guidance to Shared Evidence: Governing the Visibility of Spatial Cues in Multi-User Virtual Reality,"Hayeon Kim, In-Kwon Lee","In asymmetric multi-user VR, collaborators often rely on private, uncertain guidance that must become shared spatial evidence. Persistent visibility keeps user-placed anchors visible once created, but collapses proposal and commitment, accumulates outdated cues, and can promote uncritical acceptance of uncertain output. We propose a governed visibility policy that structures the transition from proposal to persistence through transient previews, propagated uncertainty, and bounded persistence. Evaluated in a dyadic navigation testbed across three studies, the policy outperforms a persistent baseline: it accelerates alignment, reduces false-positive commitment to unreliable cues, and keeps shared evidence closer to operational sufficiency baselines. These findings show the value of treating visibility not merely as a display setting, but as a coordination policy for managing how uncertain private guidance becomes persistent shared evidence for joint action."
Paper 1E3,Shared Spatial Cues,"Wednesday, 7 October",17:15–18:15,E,Sezione 4+5,1524,The Three-Body Problem of Collaboration: Effects of Asymmetric Physical Co-Presence in Augmented Reality,"Francesco Vona, Michael Stern, Catarina Moreira, Maurizio Vergari, Joaquim Jorge, Jan-Niklas Voigt-Antons","Augmented Reality (AR) enables hybrid collaboration, where some participants share a physical space while others join remotely. 
However, it remains unclear how the presence of even a single remote participant reshapes the collaborative dynamics of hybrid AR groups.
We present a controlled user study examining how spatial configuration influences collaboration in shared AR environments. Thirty-six participants worked in triads to solve a cooperative puzzle task across five configurations, ranging from fully co-located to fully remote, using Meta Quest head-mounted displays. We measured task performance, user experience, social presence, and communication behavior. Task performance remained stable across conditions, indicating that AR can support collaborative task execution even when participants are physically distributed. In contrast, spatial configuration significantly affected the collaborative experience: fully remote collaboration increased workload and reduced pragmatic usability, while perceived co-presence was highest when all collaborators were co-located. 
Notably, the presence of a single remote participant significantly reduced co-presence to levels indistinguishable from fully distributed collaboration. This reveals a structural asymmetry in hybrid AR collaboration: even a single remote participant substantially lowers perceived co-presence across the group. We interpret this group-level effect as the three-body problem of collaboration."
Paper 1F3,Gaze Selection,"Wednesday, 7 October",17:45–18:45,F,Sezione 1,1017,Evaluating Vergence–Accommodation Conflict in Gaze-Based 3D Target Selection,"Mohammad Raihanul Bashar, Mohammadreza Amini, Aunnoy K Mutasim, Mayra Barrera Machuca, Wolfgang Stuerzlinger, Anil Ufuk Batmaz","State-of-the-art head-mounted displays (HMDs) enable gaze-based selection in virtual environments. Yet, these HMDs suffer from the vergence–accommodation conflict (VAC), which is known to affect interaction performance. The VAC might influence gaze-based selection performance as it directly affects eye movement behavior. Thus, in this paper, we investigate how the VAC influences \gaze-based 3D target selection across varying depth conditions. Our results show that as the (visual) depth increases, user performance significantly decreases with gaze-based selection. Moreover, a previously-suggested ``\textit{Variation in Diopter}'' Fitts’ law model captured this performance change better relative to a linear model. These findings provide evidence that gaze-based pointing is negatively affected by the VAC and highlight the importance of accounting for depth-dependent factors when designing gaze-based interaction in 3D environments."
Paper 1F3,Gaze Selection,"Wednesday, 7 October",17:45–18:45,F,Sezione 1,1032,Investigating Depth-Based Target Expansion for Gaze Selection with Dwell Activation in Virtual Environments,"Rumeysa Turkmen, Zahra Rasoulifar, Aunnoy K Mutasim, Anil Ufuk Batmaz","While dwell-based selection enables interaction with little physical effort, it is prone to (eye) gaze jitter. Target expansion methods mitigate this problem by increasing the effective selectable target area in 2D environments. Yet depth-related factors may limit their effectiveness in 3D virtual environments due to stereo-deficiencies. In this paper, we investigate how depth affects target expansion methods for dwell-based gaze selection, and propose Depth-based expansion, a method that adapts target expansion based on depth. We conducted two user studies to evaluate our proposed method with an ISO 9241:411 multidirectional selection study and a 3D selection study in a complex environment. Our results show that while the effectiveness of 2D target expansion methods decreases significantly with increasing depth, our proposed method consistently improved user performance and experience. Our findings provide design insights for effective dwell-based selection of expanding targets in 3D virtual environments."
Paper 1F3,Gaze Selection,"Wednesday, 7 October",17:45–18:45,F,Sezione 1,1111,Dynamic Vergence–Accommodation Conflict: Effects on 3D Selection Performance When Target Depth Changes,"Zahra Rasoulifar, Rumeysa Turkmen, Mayra Barrera Machuca, Wolfgang Stuerzlinger, Anil Ufuk Batmaz","The Vergence–Accommodation Conflict (VAC) is well-studied for 3D interaction performance in state-of-the art head-mounted displays. These interaction studies examined VAC in scenarios where the selected target remains at a fixed depth during acquisition. Yet, many VR applications involve targets moving continuously toward or away from the user, causing vergence demand to change over time while accommodation remains fixed at the display focal plane. We study this scenario using an ISO 9241-411 multidirectional target selection task with: noVac (targets at the display focal plane), Constant VAC (targets further from the focal plane), Varying VAC (targets appear at both NoVAC and ConstantVAC depths across selections), and Dynamic VAC (target depth changes continuously during acquisition) conditions. In a within-subject study with 24 participants, Dynamic VAC produced slower selections, higher error rates, lower accuracy, and reduced throughput compared to the noVAC condition. These findings suggest that continuously changing depth during target acquisition introduces additional performance costs beyond static VAC scenarios."
Paper 1F3,Gaze Selection,"Wednesday, 7 October",17:45–18:45,F,Sezione 1,2059,Eye-vergence Depth Estimation for Hands-free 3D Selection in VR,"David Correia, Andrew Duchowski, Joaquim Jorge, Anderson Maciel","Eye tracking is a key enabler of natural and intuitive interaction.  In virtual reality (VR), gaze depth estimation through vergence offers promise for precise interaction in real 3D space, not limited to the image plane. We propose a set of gaze-based techniques that utilize vergence in various ways for interaction tasks within visually cluttered environments. We conducted a series of experiments to assess accuracy, robustness, and user comfort. We report results from the evaluation of vergence reliability, selection pointing, and selection confirmation methods. Our findings show that, while gaze direction estimation is highly stable, depth precision decreases with distance, requiring adaptive error tolerance.
These findings advance the design of gaze interaction systems toward seamless, controller-free experiences in immersive environments."
Paper 2B1,XR Infrastructure,"Thursday, 8 October",09:00–10:00,B,Cigno + Auriga,1307,SemanticXR: Low Power and Real-time Queryable Semantic Mapping with an Object-Level Distributed Architecture,"Rahul Singh, Devdeep Ray, Connor Smith, Sarita Adve","Semantic mapping is a core service that enables grounded interactions in emerging Extended Reality (XR) applications such as AI
assistants and spatial object search. Deploying this capability on mobile XR devices requires a system that is open-vocabulary, real-time, and low-power. Existing approaches are compute-intensive and assume server-class resources. Cloud offloading offers a practical path, but no existing system implements distributed semantic mapping, and current approaches do not address how to manage communication, execution, and memory footprint across a device-cloud boundary.

We present SemanticXR, the first device-cloud system for real-time, open-vocabulary semantic mapping and querying under XR power, bandwidth, and memory constraints. Our key insight is to elevate semantically identifiable objects to first-class units of distributed system design, governing how the system communicates, executes, and manages memory across the device and the server. On the server, object-level parallelism and geometry downsampling improve mapping latency, while object-level depth-mapping co-design reduces upstream bandwidth. On the device, an object-level sparse local map with incremental updates and update prioritization enables network-robust querying with bounded memory and
downstream bandwidth. Object-level configurable resource usage vs. quality trade-offs allow applications to adapt the system to their needs.

Evaluation against a distributed baseline using the same perception models shows that object-level system organization improves server-side mapping latency by 2.3×at equivalent semantic quality. Object-level depth-mapping co-design maintains upstream bandwidth under 2.5 Mbps. On the device, SemanticXR enables sub-100 ms query latency even under network drop while supporting thousands of objects within 500 MB, and scales downstream bandwidth with map changes rather than total scene size. The system adds only 2% device power during normal operation."
Paper 2B1,XR Infrastructure,"Thursday, 8 October",09:00–10:00,B,Cigno + Auriga,1960,DELUGE: Decomposed Entropy-coded Live Unstructured Geometry Exchange for Real-time Particle Streaming,"Hikari Yanagawa, Yuichi Hiroi, Takefumi Hiraki","Particle-based physics simulations, including fluids, smoke, and granular media, are fundamental to visual realism in immersive VR and AR.
With the growing adoption of social VR and digital twins, demand is increasing for shared experiences in which multiple users interact with the same simulation in real time.
Realizing such experiences requires low-latency streaming of large-scale particle data from a server to each client, yet existing point cloud compression methods such as G-PCC (TMC13) and Draco assume static geometric structures; when applied to dynamic particle streaming, their encoding latency exceeds the frame period, failing to meet real-time delivery requirements.

We propose DELUGE, a streaming compression architecture that exploits the temporal coherence and velocity predictability inherent in physics simulation particles, achieving sub-frame-latency encoding and decoding through three complementary techniques.
Evaluation on dynamic point cloud datasets demonstrates that DELUGE achieves 19 times faster decoding than G-PCC (TMC13) and 6 times faster encoding than Draco, when all codecs are measured in-process via FFI.
We further build end-to-end client implementations for both web browsers and Apple Vision Pro, and confirm through a within-participants perceptual quality evaluation and a two-person collaborative task study on Vision Pro that the proposed method supports real-time collaborative experiences with hand-tracked fluid interaction."
