Paper ID,Paper Title,Session Title,Session Day,Session Start Time,Session End Time,Session Location,Paper Authors
1207,"Big Frog Vibes: Jumping Superhuman Distances Forward, Vertically and Sideways in VR Using Comfortably High Translational Gain",Locomotion & 3DUI,October 9 2025,12:00,13:00,Room 201 (Grand Ballroom 1),"Graham Wilson, Harvey Russell, Joseph O'Hagan, and Mark McGill"
1031,Isometric and Elastic Balance Boards for Virtual Reality Locomotion,Locomotion & 3DUI,October 9 2025,12:00,13:00,Room 201 (Grand Ballroom 1),Michael Nelson and Christos Mousas
2252,Exploring Pointing and Confirmation Techniques for Teleportation Across Varying Elevations in Virtual Reality,Locomotion & 3DUI,October 9 2025,12:00,13:00,Room 201 (Grand Ballroom 1),"Bakdauren Narbayev, A K M Amanat Ullah, Jaisie Sin, Patricia Lasserre, and Khalad Hasan"
1185,Portable Silent Room: Exploring VR Design for Anxiety and Emotion Regulation for Neurodivergent Women and Non-Binary Individuals,Diversity & Therapy,October 9 2025,12:00,13:00,Room 205,"Kinga Skierś, Yun Suen Pai, Marina Nakagawa, Kouta Minamizawa, and Giulia Barbareschi"
1327,"""I was truly able to express the image of myself that I have within"": Exploring VR Group Therapy Approaches with the LGBTQIA+ community",Diversity & Therapy,October 9 2025,12:00,13:00,Room 205,"Kinga Skierś, Danyang Peng, Anish Kundu, Tanner Person, Kenkichi Takase, Tamii Nagoshi, Sawako Nakayama, Yano Yuichiro, Tomoyuki Miyazaki, Kouta Minamizawa, and Giulia Barbareschi"
1678,MetaRoundWorm: A Virtual Reality Escape Room Game for Learning the Lifecycle and Immune Response to Parasitic Infections,Diversity & Therapy,October 9 2025,12:00,13:00,Room 205,"Xuanru Cheng, Xian Wang, Chi-lok Tai, and Lik-Hang Lee"
2045,ZonAware: Identifying Zoning Out and Increasing Engagement in Upper Limb Virtual Reality Rehabilitation,Diversity & Therapy,October 9 2025,12:00,13:00,Room 205,"Kai-Lun Liao, Mengjie Huang, Jiajia Shi, Min Chen, and Rui Yang"
1598,"The AI of the Beholder: Experience of Healthcare AI Robots is Shaped by User-Centred Factors, Not Their Visual Appearance",Robots,October 10 2025,10:30,11:30,Room 301 (Conference Hall),"Jinha Yoon, Patrycja Zajac, Lauren Pococke, Anisia Jicol, Christopher Clarke, Eamonn O'Neill, Karin Petrini, Christof Lutteroth, and Crescent Jicol"
2004,ReachVox: Clutter-free Reachability Visualization for Robot Motion Planning in Virtual Reality,Robots,October 10 2025,10:30,11:30,Room 301 (Conference Hall),"Steffen Hauck, Diar Abdlkarim, John J Dudley, Per Ola Kristensson, Eyal Ofek, and Jens Grubert"
1880,Extended Reality Check: Evaluating XR Prototyping for Human-Robot Interaction in Contact-Intensive Tasks,Robots,October 10 2025,10:30,11:30,Room 301 (Conference Hall),"Tonia Mielke, Mareen Allgaier, Christian Hansen, and Florian Heinrich"
1243,RCLL-AR: Augmented Reality Support for Understanding Autonomous Processes in the RoboCup Logistics League,Robots,October 10 2025,10:30,11:30,Room 301 (Conference Hall),"Jan-Heliodor Tscherko, Peter Kohout, Philipp Fleck, Matteo Tschesche, Alexander Ferrein, Gerald Steinbauer-Wagner, and Alexander Plopski"
1147,A Multi-Sensor Approach for Cognitive Load Assessment in Mobile Augmented Reality,Mobile XR,October 11 2025,12:00,13:00,Room 202 (Grand Ballroom 2),"Martin Pluisch, Jan Gugenheimer, Youngjun Cho, Simon Julier, and Ernst Kruijff"
1175,See What I Mean? Mobile Eye-Perspective Rendering for Optical See-through Head-mounted Displays,Mobile XR,October 11 2025,12:00,13:00,Room 202 (Grand Ballroom 2),"Gerlinde Emsenhuber, Tobias Langlotz, Denis Kalkofen, and Markus Tatzgern"
1968,EVER: Edge-Assisted Auto-Verification for Mobile MR-Aided Operation,Mobile XR,October 11 2025,12:00,13:00,Room 202 (Grand Ballroom 2),"Jiangong Chen, Mingyu Zhu, and Bin Li"
TVCG,Cardboard Controller: A Cost-Effective Method to Support Complex Interactions in Mobile VR,Mobile XR,October 11 2025,12:00,13:00,Room 202 (Grand Ballroom 2),Kristen Grinyer and Robert J. Teather
1652,When One Eye Sees Less: Uncovering Perceptual Thresholds of Asymmetric Quality Degradation in 4K XR Displays,Eye & Perception,October 11 2025,12:00,13:00,Room 201 (Grand Ballroom 1),"Haechan Lee, Namil Kim, Hoe Sung Ryu, and Uijong Ju"
1946,Examining Eye Vergence During Perceived Depth Changes with Eye Tracking System in Optical See-Through Augmented Reality,Eye & Perception,October 11 2025,12:00,13:00,Room 201 (Grand Ballroom 1),"Matthew Sturgeon, Dakota D Kenoyer-Healy, Russell Cohen-Hoffing, Steven M. Thurman, and Mohammed Safayet Arefin"
1371,WarpVision: Using Spatial Curvature to Guide Attention in Virtual Reality,Eye & Perception,October 11 2025,12:00,13:00,Room 201 (Grand Ballroom 1),"Jérôme Kudnick, Martin Weier, Colin Groth, Biying Fu, and Robin Horst"
2173,How Accurate is the HoloLens 2? A Robotic Ground-Truth and Sensor Occlusion Evaluation,Eye & Perception,October 11 2025,12:00,13:00,Room 201 (Grand Ballroom 1),"Bruno Gabriel Cavalcante Lima, Bruno Georgevich Ferreira, Tiago Vieira, Edvar Monteiro Neto, Renalvo Alves Ferreira, Arthur Vangasse, and Vergilio Torezan Silingardi Del Claro"
1247,Toward a More Standardized Multi-directional Tapping Task in VR: The Effect of Target Depth,Depth,October 10 2025,14:30,15:30,Room 301 (Conference Hall),"Haejun Kim, Yuhwa Hong, Jihae Yu, Shuping Xiong, and Woojoo Kim"
1922,"Influence of Object Height, Shadow and Adapting Luminance on Outdoor Depth Perception in Augmented Reality",Depth,October 10 2025,14:30,15:30,Room 301 (Conference Hall),"Shining Ma, Chaochao Liu, Jingyuan Wang, Yue Liu, Yongtian Wang, and Weitao Song"
1654,Viewpoint-Tolerant Depth Perception for Shared Extended Space Experience on Wall-Sized Display,Depth,October 10 2025,14:30,15:30,Room 301 (Conference Hall),"Dooyoung Kim, Jinseok Hong, Heejeong Ko, and Woontack Woo"
1046,Improving Pointing Accuracy for 3D Target Selection in Virtual Reality through Depth Perception Biases Correction,Depth,October 10 2025,14:30,15:30,Room 301 (Conference Hall),"Songyue Yang, Kang Yueh, Haolin Gao, YY Yang, Mei Guo, Yu Liu, Zhonghao Zhu, and Yue Liu"
1319,Don’t look at me like that— How AR face recognition changes our social behaviour.,Social Behavior & Presence,October 9 2025,12:00,13:00,Room 204,"Kushani Tharushika Perera, Holger Regenbrecht, Nadia Pantidi, and Tobias Langlotz"
1661,Dynamic Measurement of Visitor Behavioral Engagement in Informal Environments Using Head-Mounted Displays,Social Behavior & Presence,October 9 2025,12:00,13:00,Room 204,"Shuyu Luo, Yujia Qian, Chaoyi Huang, Xinyi Hao, and Xin Zhang"
1570,"Gender Congruence and Social Context in XR: Effects on Partner Preference, Warmth, Competence, and Uncanniness",Social Behavior & Presence,October 9 2025,12:00,13:00,Room 204,"Hyeongil Nam, Seoyoung Kang, Anh Nguyen, Isaac Cho, Woontack Woo, and Kangsoo Kim"
1774,Entering Your Space: How Agent Entrance Styles Shape Social Presence in AR,Social Behavior & Presence,October 9 2025,12:00,13:00,Room 204,"Junyeong Kum, Seungwon Kim, and Myungho Lee"
1141,MMG: Manipulation-aware Holistic Human Motion Generation from Sparse Tracking Signals,"Avatars & Tracking, Animation",October 9 2025,16:00,17:00,Room 301 (Conference Hall),"Xuehuai Shi, Renzhi Xiao, Yilun Sheng, Lili Wang, Jian Wu, Xiaobai Chen, Jieming Yin, and Qingshan Liu"
1208,Robustness of Self-Avatar Animation Beyond Sparse Tracking: Effects of Pose Estimator Discrepancies and Inaccuracies,"Avatars & Tracking, Animation",October 9 2025,16:00,17:00,Room 301 (Conference Hall),"Antoine Maiorca, George Fletcher, Thierry RAVET, and Thierry Dutoit"
1073,Crafting Dynamic Virtual Activities with Advanced Multimodal Models,"Avatars & Tracking, Animation",October 9 2025,16:00,17:00,Room 301 (Conference Hall),"Changyang Li, Qingan Yan, Minyoung Kim, Zhan Li, Yi Xu, and Lap-Fai Yu"
1839,VRtalk: Real-time Interactive Intelligent Anime Avatars in Virtual Reality,"Avatars & Tracking, Animation",October 9 2025,16:00,17:00,Room 301 (Conference Hall),"Yuan Yu, Chunlei Xu, Shirao Yang, Yu Cao, Yuyang Wang, and Boon Giin Lee"
2107,An Evaluation of Movement Data Analysis Techniques for Virtual Reality,Tracking,October 9 2025,12:00,13:00,Room 202 (Grand Ballroom 2),"Alice Guth, Jessica J Good, Eugy Han, Jeremy Bailenson, and Tabitha C. Peck"
1508,OpenFLAME: Federated Visual Positioning System to Enable Large-Scale Augmented Reality Applications,Tracking,October 9 2025,12:00,13:00,Room 202 (Grand Ballroom 2),"Sagar Bharadwaj Kalasibail Seetharam, Harrison Williams, Ainiu Luke Wang, Michael Liang, Tao Jin, Srinivasan Seshan, and Anthony Rowe"
1619,XR Reality Check: What Commercial Devices Deliver for Spatial Tracking,Tracking,October 9 2025,12:00,13:00,Room 202 (Grand Ballroom 2),"Tianyi Hu, Tianyuan Du, Zhehan Qu, and Maria Gorlatova"
2057,"Merging Bodies, Dividing Conflict: Body-Swapping in Mixed Reality Increases Closeness Yet Weakens the Joint Simon Effect",Bodies & presence,October 9 2025,17:30,18:30,Room 201 (Grand Ballroom 1),"Yuan He, Brendan Rooney, and Rachel McDonnell"
1477,PresenceLens: Interpreting Dynamic Presence in Virtual Reality,Bodies & presence,October 9 2025,17:30,18:30,Room 201 (Grand Ballroom 1),Hayeon Kim and In-Kwon Lee
1912,The Role of Visual Augmentation on Embodied Skill Acquisition Across Perspectives and Body Representations,Bodies & presence,October 9 2025,17:30,18:30,Room 201 (Grand Ballroom 1),"Ruochen Cao, Zequn Liang, Chenkai Zhang, Andrew Cunningham, James A. Walsh, and Rui Cao"
1617,DPIK: User Embodiment of Dual-point Tracked Avatars Using Hand IK and Face Tracking for Smartphone AR Users,Bodies & presence,October 9 2025,17:30,18:30,Room 201 (Grand Ballroom 1),Elhassan Makled and Wolfgang Broll
2096,Design and Evaluation of a Virtual Agent for Interpersonal Emotion Regulation in VR,Emotions,October 10 2025,12:00,13:00,Room 205,"Sei Kang, Gun A. Lee, Hyung-Jeong Yang, Soo-Hyung Kim, Ji-eun Shin, Jaejoon Jeong, Myungho Lee, and Seungwon Kim"
1025,Three Techniques for Enhancing Emotional Expression on Embodied Avatar Face in VR,Emotions,October 10 2025,12:00,13:00,Room 205,"Jaejoon Jeong, Gun A. Lee, Hyung-Jeong Yang, Soo-Hyung Kim, Ji-eun Shin, Gayun Suh, Sei Kang, and Seungwon Kim"
2049,Exploring the Effects and Neurophysiological Characteristics of VR Emotion Regulation Strategies,Emotions,October 10 2025,12:00,13:00,Room 205,"Pengxiang Wang, Xiaohui Tan, Tianren Luo, Fangbing Qu, Chunyue Yan, and Weiqi Xu"
1431,Behavioral and Symbolic Fillers as Delay Mitigation for Embodied Conversational Agents in Virtual Reality,Emotions,October 10 2025,12:00,13:00,Room 205,"Denmar Mojan Gonzales, Snehanjali Kalamkar, Sophie Jörg, and Jens Grubert"
1834,Investigating Dynamics of Subjective Anxiety and Behavior due to Personal Space Violations and COVID-19-related Stressors in a Social VR Simulation,Perception,October 9 2025,17:30,18:30,Room 202 (Grand Ballroom 2),Jiyoon Park and Christian Wallraven
1892,"The Awe-some Spectrum: Self-Reported Awe Varies by Eliciting Scenery and Presence in Virtual Reality, and the User's Nationality",Perception,October 9 2025,17:30,18:30,Room 202 (Grand Ballroom 2),"Melissa Steininger, Alexander Marquardt, Monica Perusquia-Hernandez, Marvin Lehnort, Hiromu Otsubo, Felix Dollack, Ernst Kruijff, Björn Krüger, Kiyoshi Kiyokawa, and Bernhard E. Riecke"
1289,Immersive Intergroup Contact: Using Virtual Reality to Enhance Empathy and Reduce Stigma Towards Schizophrenia,Perception,October 9 2025,17:30,18:30,Room 202 (Grand Ballroom 2),"Jiaqi Yin, Shihan Liu, Shao-Wen Lee, Andreas Kitsios, Marco Fyfe Pietro Gillies, Michèle Denise Birtel, Harry Farmer, and Xueni Pan"
1952,Are You Empathizing with Me? Exploring External Expressions of Empathy in Interpersonal VR Communication,Perception,October 9 2025,17:30,18:30,Room 202 (Grand Ballroom 2),"Yongho Lee, Bowon Kim, Hyunchul Kim, Jeongmi Lee, Gun A. Lee, Heesook Shin, and Youn-Hee Gil"
1026,Zeitgebers-Based User Experience Analysis and Time Perception Modeling via Transformer in VR,Perception 2,October 10 2025,12:00,13:00,Room 202 (Grand Ballroom 2),"Yi Li, Zengyu Liu, Xiandi Zhu, Zhitao Liu, Yalan Ye, and Ning Xie"
1271,Rhythmic Interaction influences Synchrony Perception in VR,Perception 2,October 10 2025,12:00,13:00,Room 202 (Grand Ballroom 2),"Anton Benjamin Lammert, Lina Klass, Laura Simon, Eva Hornecker, Jan Ehlers, and Bernd Froehlich"
1474,Enhancing Dazzling Sensation through Pseudo-Blink and Afterimage Presentation in Virtual Reality,Perception 2,October 10 2025,12:00,13:00,Room 202 (Grand Ballroom 2),"Takahiro Ito, Juro Hosoi, Yuki Ban, and Shinichi Warisawa"
1747,Why Slow Feels Fast and Fast Feels Slow: Evaluating and Predicting Speed Misperception,Perception 2,October 10 2025,12:00,13:00,Room 202 (Grand Ballroom 2),"Xi Peng, Colin Groth, Daniel Jimenez Navarro, Zihao Zou, Yan Zhu, Ana Serrano, Karol Myszkowski, Qi Sun, and Praneeth Chakravarthula"
1466,Casual-VRAuth: A Design Framework Bridging Focused and Casual Interactions for Behavioral Authentication in Virtual Reality,Authentification,October 11 2025,10:30,11:30,Room 205,"Guanyu Ye, BoYu Gao, and Huawei Tu"
1366,cLock: Single-Handed Two-Factor Authentication in VR Using Wrist Rotation and Multi-Finger Tapping,Authentification,October 11 2025,10:30,11:30,Room 205,"Xueyang Wang, Xin Yi, Jiaqi Li, Shuning Zhang, BoYu Gao, and Hewu Li"
1378,"""Everyone Knows You’re Watching P*rn"": Reflecting on First-hand User Accounts on the Use and Public Perception of In-Transit Passenger XR",Authentification,October 11 2025,10:30,11:30,Room 205,"Katharina Margareta Theresa Pöhlmann, Graham Wilson, Laura Bajorunaite, Mark McGill, and Joseph O'Hagan"
2092,Siren Song: Acoustic Attacks on Pose Estimation in XR Headsets,Authentification,October 11 2025,10:30,11:30,Room 205,"Zijian Huang, Yicheng Zhang, Sophie Chen, Nael Abu-Ghazaleh, and Jiasi Chen"
1054,Weighted-Area Based Alignment Metric for Redirected Walking in VR,"Locomotion, redirection, & object manipulation",October 11 2025,10:30,11:30,Room 202 (Grand Ballroom 2),"Po Fan Yu, Huan-Chang Hung, Xue Liang Wu, and Jung-Hong Chuang"
1420,Have A Seat: An Enhanced Reactive Alignment of a Single Target’s Position and Angle from the User’s Perspective in VR,"Locomotion, redirection, & object manipulation",October 11 2025,10:30,11:30,Room 202 (Grand Ballroom 2),"Habiba Hesham Mohamed AbdelAziz, Yutaro Hirao, Monica Perusquia-Hernandez, Hideaki Uchiyama, and Kiyoshi Kiyokawa"
1034,Defying Gravity: Towards Gravitoinertial Retargeting of Acceleration for Virtual Vertical Motion in In-Car VR,"Locomotion, redirection, & object manipulation",October 11 2025,10:30,11:30,Room 202 (Grand Ballroom 2),"Bocheon Gim, Seongjun Kang, Dohyeon Yeo, Gwangbin Kim, Juwon Um, Jeongju Park, and SeungJun Kim"
1198,MR-CoCo: An Open Mixed Reality Testbed for Co-located Couple Product Configuration and Decision-Making – A Sailboat Case Study,"Locomotion, redirection, & object manipulation",October 11 2025,10:30,11:30,Room 202 (Grand Ballroom 2),"Fabio Vangi, Daniel Medeiros, Mine Dastan, and Michele Fiorentino"
1664,"Visual and Auditory Feedback of Vibration, and Particle Effects for Enhancing Pseudo-Haptic Button Interaction in VR",Multisensory,October 9 2025,14:30,15:30,Room 205,Myeongji Ko and Woojoo Kim
1999,Visuo-Tactile Feedback with Hand Outline Styles for Modulating Affective Roughness Perception,Multisensory,October 9 2025,14:30,15:30,Room 205,"Minju Baeck, Yoonseok Shin, Dooyoung Kim, Hyunjin Lee, Sang Ho Yoon, and Woontack Woo"
1306,Audiovisual Disparities in VR: Impact on Spatial Perception,Multisensory,October 9 2025,14:30,15:30,Room 205,"Edurne Bernal-Berdun, Mateo Vallejo, Qi Sun, Ana Serrano, and Diego Gutierrez"
1759,When Senses Collide: Investigating Modality Congruence and Interference Between Task and Notification in Augmented Reality,Multisensory,October 9 2025,14:30,15:30,Room 205,"Mehakdeep Kaur, Hyeongil Nam, Ryan Kang, Dongyun Han, DongHoon Kim, Isaac Cho, and Kangsoo Kim"
2027,Birds of a Feather Augment Together: Exploring Sonic Links Between Real and Virtual Worlds in Audio Augmented Reality,Audio,October 11 2025,10:30,11:30,Room 204,"Jacob Bhattacharyya, Alessandro Vinciarelli, and Stephen Anthony Brewster"
1131,Sonify Anything: Towards Context-Aware Sonic Interactions in AR,Audio,October 11 2025,10:30,11:30,Room 204,"Laura Schütz, Sasan Matinfar, Ulrich Eck, Daniel Roth, and Nassir Navab"
1358,EgoTrigger: Toward Audio-Driven Image Capture for Human Memory Enhancement in All-Day Energy-Efficient Smart Glasses,Audio,October 11 2025,10:30,11:30,Room 204,"Akshay Paruchuri, Sinan Hersek, Lavisha Aggarwal, Qiao Yang, Xin Liu, Achin Kulshrestha, Andrea Colaço, Henry Fuchs, and Ishan Chatterjee"
2155,First-Person Vocal Auralisation in XR and Its Influence on Perceived Presence and Audio-Visual Quality,Audio,October 11 2025,10:30,11:30,Room 204,"Mauricio Flores-Vargas, Enda Bates, and Rachel McDonnell"
TVCG,Augmented Reality Productivity In-the-Wild: A Diary Study of Usage Patterns and Experiences of Working with AR Laptops in Real-World Settings,In the Wild,October 9 2025,17:30,18:30,Room 204,"Yi Fei Cheng, Ari Carden, Hyunsung Cho, Catarina G. Fidalgo, Jonathan Wieland, and David Lindlbauer"
1487,Long-Term Experiences From Working with Extended Reality in the Wild,In the Wild,October 9 2025,17:30,18:30,Room 204,"Verena Biener, Florian Jack Winston, Dieter Schmalstieg, and Alexander Plopski"
1060,The immersive Debriefing : Comparative evaluation of Full and Segmented Redo methods in Virtual Reality,In the Wild,October 9 2025,17:30,18:30,Room 204,"Kelly Minotti, Daniel Xuan Hien Mai, Guillaume Loup, Amine Chellali, Marie-helene Ferrer, and Samir Otmane"
1522,The State of Replication at IEEE ISMAR and IEEE VR: A Scoping Literature Review (2010 -- 2024) and Online Survey,In the Wild,October 9 2025,17:30,18:30,Room 204,"Verena Biener, Mohammed Safayet Arefin, S M Rashidul Hasan Nijhum, Florian Weidner, Jens Grubert, and J. Edward Swan"
1694,Enhancing Learning and Knowledge Retention of Abstract Physics Concepts with Virtual Reality,Education & Learning,October 9 2025,14:30,15:30,Room 201 (Grand Ballroom 1),"Mehmet Akif Akdag, Jean Botev, and Steffen Rothkugel"
1108,LiteAT: A Data-Lightweight and User-Adaptive VR Telepresence System for Remote Education,Education & Learning,October 9 2025,14:30,15:30,Room 201 (Grand Ballroom 1),"Yuxin Shen, Wei Liang, and Jianzhu Ma"
CGA,Understanding Collaborative Learning of Molecular Structures in AR,Education & Learning,October 9 2025,14:30,15:30,Room 201 (Grand Ballroom 1),"Tobias Rau, Maurice Koch, Nelusa Pathmanathan, Tobias Isenberg, Daniel Weiskopf, Michael Sedlmair, Andreas Köhn, and Kuno Kurzhals"
2190,Xstudio - A Collaborative Metaverse-Based Tool for Automotive Design and Engineering,Education & Learning,October 9 2025,14:30,15:30,Room 201 (Grand Ballroom 1),"Liudongnan Yang, Christian Eichhorn, Markus Herbig, and David A. Plecher"
1876,DOF-Separation for 3D Manipulation in XR: Understanding Finger-Wrist Separation to Simultaneously Translate and Rotate Objects,Touch & Display,October 11 2025,10:30,11:30,Room 201 (Grand Ballroom 1),"Thorbjørn Mikkelsen, Qiushi Zhou, Mathias N. Lystbæk, Yang Liu, Hans Gellersen, and Ken Pfeuffer"
1964,Exploring Body-Anchored Augmented Reality Interfaces Across Different Mobility and Social Contexts,Touch & Display,October 11 2025,10:30,11:30,Room 201 (Grand Ballroom 1),"Marium-E- Jannat, Shukan Miteshkumar Shah, and Khalad Hasan"
1416,Handows: A Palm-Based Interactive Multi-Window Management System in Virtual Reality,Touch & Display,October 11 2025,10:30,11:30,Room 201 (Grand Ballroom 1),"Jindu Wang, Ke Zhou, Haoyu Ren, Per Ola Kristensson, and Xiang Li"
1317,"Ada: A Distributed, Power-Aware, Real-Time Scene Provider for XR",Touch & Display,October 11 2025,10:30,11:30,Room 201 (Grand Ballroom 1),"Yihan Pang, Sushant Kondguli, Shenlong Wang, and Sarita Adve"
1865,VR as a ``Drop-In'' Well-being Tool for Knowledge Workers,Well-being,October 11 2025,12:00,13:00,Room 204,"Sophia Ppali, Haris Psallidopoulos, Marios Constantinides, and Fotis Liarokapis"
2116,Can AI Inspire Biophilic Design in Immersive Virtual Reality Workspaces to Enhance Well-being?,Well-being,October 11 2025,12:00,13:00,Room 204,"Sara Romano, Luana Marangelli, Enricoandrea Laviola, Antonio E. Uva, and Michele Gattullo"
1414,"Experiencing Immersive Virtual Nature for Well-Being, Restoration, Performance, and Nature Connectedness: A Scoping Review",Well-being,October 11 2025,12:00,13:00,Room 204,"Jeewoo Kim, Svara Patel, Hyeongil Nam, Janghee Cho, and Kangsoo Kim"
1651,Exploring the Effects of Augmented Reality Guidance Position within a Body-Fixed Coordinate System on Pedestrian Navigation,Guiding,October 11 2025,09:00,10:00,Room 301 (Conference Hall),"Shunbo Wang, Qing Xu, and Klaus Schoeffmann"
1858,“Do You Even Need a City Guide Anymore?” Expert Adoption of XR Technology for Guided City Tours,Guiding,October 11 2025,09:00,10:00,Room 301 (Conference Hall),Margarita Chikobava and Antonio Krüger
2176,Investigating Encoding and Perspective for Augmented Reality Motion Guidance,Guiding,October 11 2025,09:00,10:00,Room 301 (Conference Hall),"Jade Kandel, Sriya Kasumarthi, Spiros Tsalikis, Chelsea Duppen, Daniel Szafir, Michael Lewek, Henry Fuchs, and Danielle Albers Szafir"
1870,ImmerJM: A 3D Design Tool for Creating User Journey Maps based on Immersive Virtual Environments,Guiding,October 11 2025,09:00,10:00,Room 301 (Conference Hall),"Mingming Wang, Xiaoyu Zhang, Weiyue Gao, Yihan Mei, Haiyan Jiang, Yusheng Guo, Henry Been-Lirn Duh, and Zhibin Zhou"
1182,LitForager: Exploring Multimodal Literature Foraging Strategies in Immersive Sensemaking,Document Search,October 9 2025,17:30,18:30,Room 205,"Haoyang Yang, Elliott H Faa, Weijian Liu, Shunan Guo, Duen Horng (Polo) Chau, and Yalong Yang"
1049,Exploring Organizational Strategies in Immersive Computational Notebooks,Document Search,October 9 2025,17:30,18:30,Room 205,"Sungwon In, Ayush Roy, Eric Krokos, Kirsten Whitley, Chris North, and Yalong Yang"
1603,"DocVision: a Seamless, Cross-Device Immersive Active Reading Framework for Digital Academic Literature",Document Search,October 9 2025,17:30,18:30,Room 205,"Yapeng Liu, Kai Chen, Dongliang Guo, and Fengyi Yang"
1333,How Do We Read Texts in VR?: The Effects of Text Segment Quantity and Social Distraction on Text Readability in Virtual Museum Contexts,Document Search,October 9 2025,17:30,18:30,Room 205,"Jungmin Lee, Hyuckjin Jang, and Jeongmi Lee"
1580,Application of Transitional Mixed Reality Interfaces: A Co-design Study with Flood-prone Communities,Training for/against natural phenomena,October 11 2025,09:00,10:00,Room 205,"Zhiling Jie, Geert Lugtenberg, Renjie Zhang, Armin Teubert, Makoto Fujisawa, Hideaki Uchiyama, Kiyoshi Kiyokawa, Isidro Butaslac, Taishi Sawabe, and Hirokazu Kato"
CGA,Integrated Augmented and Virtual Reality Technologies for Realistic Fire Drill Training,Training for/against natural phenomena,October 11 2025,09:00,10:00,Room 205,"Hosan Kang, Jinseong Yang, Beom-Seok Ko, Bo-Seong Kim, Oh-Young Song, Soo-Mi Choi"
2166,"Clean Training, Clear Skies: Virtual Reality Training for Expert Smoke Opacity Certification",Training for/against natural phenomena,October 11 2025,09:00,10:00,Room 205,"Ethan Seefried, Videep Venkatesha, Nathaniel Blanchard, and Mohammed Safayet Arefin"
1936,Transforming Avalanche Rescue Training: Evaluating the Effectiveness of Virtual Reality Training in High-Stakes Environments,Training for/against natural phenomena,October 11 2025,09:00,10:00,Room 205,"Pascal Knierim, Anna-Lena Hetzenauer, and Christoph Sitar"
1591,ArtSpeak: An Interactive AR Application for Lifelike Speaking with Art Portraits,Art & Museum,October 10 2025,12:00,13:00,Room 204,"SHUBHANGI SAILEJA RABICHANDRA GARNAIK, Aruna Balasubramanian, Niranjan Balasubramanian, and JIHOON RYOO"
1455,Emotional Art: Exploring a Novel Paradigm of artistic re-creation based on emotion capture in VR,Art & Museum,October 10 2025,12:00,13:00,Room 204,"Yufei Zhang, Ding Ding, and Zhuying Li"
1811,Icebreaking: Building Trust and Empathy with Virtual Museum Embodied Conversational Agents via Personalized Initial Interactions,Art & Museum,October 10 2025,12:00,13:00,Room 204,"Zi-Qiang He, Ke Jiang, Shi-Jie Ming, Xiao-Feng Huang, Huan-zhi Lou, and Jun-Bo Liu"
1766, Automated Scalable Brightness and Black Offset Seamlessness for Multi-Projector Displays,Art & Museum,October 10 2025,12:00,13:00,Room 204,Ranga Sai Shreyas Manchikanti and Aditi Majumder
1645,EEG2Gaussian: Decoding and Visualizing Visual-Evoked EEG for VR Scenes Using 3D Gaussian Splatting,Multimodality,October 11 2025,09:00,10:00,Room 201 (Grand Ballroom 1),"Ming Li, Qiang Qu, Xiaoming Chen, Longfei Han, Haisheng LI, and Yiran Shen"
1588,Cross-Subject Cognitive Load Recognition in VR Using Multimodal Fusion with EEG and Eye-Tracking,Multimodality,October 11 2025,09:00,10:00,Room 201 (Grand Ballroom 1),"Shiwei Cheng, Jiaqi Dong, and Yang Liu"
1307,A Comprehensive Analysis of the Influence of Cognitive Load on Physiological Signals in Virtual Reality,Multimodality,October 11 2025,09:00,10:00,Room 201 (Grand Ballroom 1),"Jorge Pina, Edurne Bernal-Berdun, Daniel Martin, Sandra Malpica, Carmen Real, Alberto Barquero, Pablo Armañac, Jesus Lazaro, Alba Martin, Belen Masia, and Ana Serrano"
1338,MIRAGE: Multimodal Intention Recognition and Admittance-Guided Enhancement in VR-based Multi-object Teleoperation,Multimodality,October 11 2025,09:00,10:00,Room 201 (Grand Ballroom 1),"Chi Sun, Xian Wang, Abhishek Kumar, Chengbin Cui, and Lik-Hang Lee"
1138,MRPilot: A Mixed-Reality System for Responsive Guidance of General Procedural Tasks,Multimodal systems,October 11 2025,10:30,11:30,Room 301 (Conference Hall),"Hongliang Yang, Jin Zhou, Pengfei Xu, Hongbo Fu, and Hui Huang"
1605,SAMR: A Spatial-Augmented Mixed Reality Method for Enhancing Vision-Language Models in 3D Scene Understanding,Multimodal systems,October 11 2025,10:30,11:30,Room 301 (Conference Hall),"Junjian Lin, WenZhuo Sun, Xiangyu Zhang, Jianjian Wang, Pingfa Feng, Dingwen Yu, and Jianfu Zhang"
1442,SGSG: Stroke-Guided Scene Graph Generation,Multimodal systems,October 11 2025,10:30,11:30,Room 301 (Conference Hall),"Qixiang Ma, Runze Fan, Lizhi Zhao, Jian Wu, Sio Kei Im, and Lili Wang"
1641,Multimodal Classification of Distraction in VR Learning: A Foundation for Real-Time Adaptation,Multimodal systems,October 11 2025,10:30,11:30,Room 301 (Conference Hall),Nicholas P Fisher and Arun K Kulshreshth
1616,The Effect of Haptic Feedback in an Immersive Microsurgery Simulator on VR Training and Skill Transfer,Training in Health and Sports,October 9 2025,14:30,15:30,Room 202 (Grand Ballroom 2),"Intissar Cherif, Aylen Ricca, Mohamed Chaouki Babahenini, Samir Otmane, and Amine Chellali"
